t, istep
0.0318648 12076
nodes: ID, x, y
1 -1 -1
2 2 -1
3 2 1
4 -1 1
5 0.1 0
6 -0.85 -1
7 -0.7 -1
8 -0.55 -1
9 -0.4 -1
10 -0.25 -1
11 -0.1 -1
12 0.05 -1
13 0.2 -1
14 0.35 -1
15 0.5 -1
16 0.65 -1
17 0.8 -1
18 0.95 -1
19 1.1 -1
20 1.25 -1
21 1.4 -1
22 1.55 -1
23 1.7 -1
24 1.85 -1
25 2 -0.9
26 2 -0.8
27 2 -0.7
28 2 -0.6
29 2 -0.5
30 2 -0.4
31 2 -0.3
32 2 -0.2
33 2 -0.1
34 2 0
35 2 0.1
36 2 0.2
37 2 0.3
38 2 0.4
39 2 0.5
40 2 0.6
41 2 0.7
42 2 0.8
43 2 0.9
44 1.85 1
45 1.7 1
46 1.55 1
47 1.4 1
48 1.25 1
49 1.1 1
50 0.95 1
51 0.8 1
52 0.65 1
53 0.5 1
54 0.35 1
55 0.2 1
56 0.05 1
57 -0.1 1
58 -0.25 1
59 -0.4 1
60 -0.55 1
61 -0.7 1
62 -0.85 1
63 -1 0.9
64 -1 0.8
65 -1 0.7
66 -1 0.6
67 -1 0.5
68 -1 0.4
69 -1 0.3
70 -1 0.2
71 -1 0.1
72 -1 0
73 -1 -0.1
74 -1 -0.2
75 -1 -0.3
76 -1 -0.4
77 -1 -0.5
78 -1 -0.6
79 -1 -0.7
80 -1 -0.8
81 -1 -0.9
82 0.0987688 0.0156434
83 0.0951057 0.0309017
84 0.0891007 0.045399
85 0.0809017 0.0587785
86 0.0707107 0.0707107
87 0.0587785 0.0809017
88 0.045399 0.0891007
89 0.0309017 0.0951057
90 0.0156434 0.0987688
91 -1.27104e-16 0.1
92 -0.0156434 0.0987688
93 -0.0309017 0.0951057
94 -0.045399 0.0891007
95 -0.0587785 0.0809017
96 -0.0707107 0.0707107
97 -0.0809017 0.0587785
98 -0.0891007 0.045399
99 -0.0951057 0.0309017
100 -0.0987688 0.0156434
101 -0.1 -4.31843e-16
102 -0.0987688 -0.0156434
103 -0.0951057 -0.0309017
104 -0.0891007 -0.045399
105 -0.0809017 -0.0587785
106 -0.0707107 -0.0707107
107 -0.0587785 -0.0809017
108 -0.045399 -0.0891007
109 -0.0309017 -0.0951057
110 -0.0156434 -0.0987688
111 3.36902e-16 -0.1
112 0.0156434 -0.0987688
113 0.0309017 -0.0951057
114 0.045399 -0.0891007
115 0.0587785 -0.0809017
116 0.0707107 -0.0707107
117 0.0809017 -0.0587785
118 0.0891007 -0.045399
119 0.0951057 -0.0309017
120 0.0987688 -0.0156434
121 1.0189 -0.0801888
122 0.605324 0.373875
123 0.549603 -0.333358
124 -0.472821 -0.412832
125 -0.473887 0.403052
126 0.199479 0.481585
127 0.170789 -0.439421
128 -0.467039 0.0272938
129 0.458343 0.0402459
130 -0.159228 0.38441
131 -0.159763 -0.380071
132 0.314955 -0.193972
133 -0.284309 -0.177063
134 0.28235 0.167768
135 0.142398 -0.235796
136 0.272653 -0.016883
137 -0.0209742 -0.266503
138 0.112578 0.271787
139 1.41786 0.328012
140 -0.287115 0.168595
141 1.45783 -0.339509
142 -0.0237877 0.236645
143 0.196778 -0.117893
144 0.996374 0.326617
145 -0.253516 0.0199521
146 0.936381 -0.541081
147 -0.114248 -0.188816
148 0.730129 -0.0977406
149 -0.109587 0.174196
150 0.138391 0.160258
151 1.37972 0.00838394
152 0.181408 0.0737974
153 -0.199017 -0.0824356
154 -0.168506 0.101803
155 0.0464196 -0.193352
156 -0.700915 -0.176538
157 0.861837 0.118494
158 -0.706427 0.212984
159 1.65874 -0.628648
160 0.0468887 0.175512
161 0.44449 -0.661547
162 1.17566 -0.334071
163 1.30558 -0.647245
164 -0.6812 0.645174
165 -0.682147 -0.646925
166 1.66412 0.126694
167 0.187658 -0.0164523
168 -0.0327 -0.68288
169 -0.301892 -0.620942
170 0.838424 0.649114
171 1.19649 0.62885
172 -0.294896 0.678154
173 0.111301 -0.137182
174 0.895976 -0.295295
175 0.0215039 0.40847
176 -0.00484093 0.692294
177 1.67429 0.55616
178 0.498697 -0.149457
179 1.15892 0.126001
180 0.465582 0.663825
181 1.70183 -0.162999
182 0.389198 0.373076
183 0.356592 -0.388661
184 -0.010486 -0.16815
185 0.657591 0.0906856
186 -0.133766 -0.116038
187 -0.17252 -0.0135776
188 0.147744 -0.0621499
189 -0.0408842 0.1627
190 0.0253983 -0.431379
191 0.696388 -0.555623
192 0.0837235 0.138121
193 -0.710788 -0.415639
194 -0.463933 0.216716
195 -0.491327 -0.166902
196 0.4526 0.206978
197 1.21999 -0.124977
198 -0.0793917 0.129555
199 -0.31812 0.339142
200 0.392734 -0.0835778
201 0.252544 -0.310474
202 0.801486 0.318729
203 0.206156 -0.678051
204 0.251076 0.312721
205 -0.702192 0.421936
